"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
1187,"ESCRT-II complex",3,3,100,"Q86VN1, Q96H20, Q9BRG1","GO:0006886;GO:0006605;GO:0015031;GO:0016192;GO:0005737",14519844,1.083,-1.15,-1.051,1.387,1.561,0.149
1189,"DNA double-strand break end-joining complex",7,6,85.71,"O60934, P12956, P13010, P49917, P49959, Q13426, Q92878","GO:0006281;GO:0003677;GO:0006974;GO:0005634",11809878,-1.07,1.145,1.074,-1.64,-1.253,0.372
1190,"NCBP-NIP1 complex",2,1,50,"Q09161, Q96P71","GO:0005634;GO:0000339",7478990,NA,NA,NA,NA,NA,NA
1191,"RNA pol II containing coactivator complex Tat-SF",5,4,80,"O00267, O43719, P19338, P24928, P50750","GO:2001141;GO:0006355;GO:0003677;GO:0005634",10393184,1.008,1.018,-1.055,-1.165,-1.384,0.135
1192,"ESCRT-I complex",3,2,66.67,"A5D8V6, Q99816, Q9UK41","GO:0006886;GO:0006605;GO:0015031;GO:0016192;GO:0005737;GO:0005783",15509564,1.001,1.159,1.195,1.241,1.326,0.182
1193,"Rap1 complex",7,5,71.43,"P09874, P12956, P13010, P49959, Q15554, Q92878, Q9NYB0","GO:0003677;GO:0006974;GO:0051276;GO:0005634",15100233,-1.047,1.177,1.092,-1.121,-1.31,0.017
1194,"E2F-6 complex",12,2,16.67,"O75461, O75712, P61244, Q06587, Q14186, Q8IWI9, Q8IY57, Q969R5, Q96KQ7, Q99496, Q9BYE7, Q9H9B1","GO:0045892;GO:0003677;GO:0005634;GO:0051567",12004135,1.051,1.183,1.074,-1.118,-1.342,0.215
1195,"Exon junction complex (mRNA splicing-dependent)",2,2,100,"Q6P2Q9, Q8IYB3","GO:0008380;GO:0003723;GO:0005634",10809668,-1.017,1.078,1.071,-1.106,-1.389,0.087
1199,"Oligosaccharyltransferase complex (Stt3A variant)",6,6,100,"P04843, P04844, P39656, P46977, P61803, Q9H0U3","GO:0006487;GO:0005783",12887896,1.078,1.029,1.055,1.115,1.157,0.184
1200,"Oligosaccharyltransferase complex (Stt3B variant)",7,6,85.71,"P04843, P04844, P39656, P61803, Q13454, Q8TCJ2, Q9H0U3","GO:0006487;GO:0005783",12887896,1.352,1.292,1.325,1.403,1.454,0.182
1204,"Rap1 complex",7,1,14.29,"P54274, Q15554, Q92878, Q96AP0, Q9BSI4, Q9NUX5, Q9NYB0","GO:0003677;GO:0051276;GO:0005634",15316005,NA,NA,NA,NA,NA,NA
1211,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)",6,4,66.67,"P27540, P35869, P62877, Q12788, Q13620, Q16531","GO:0016567;GO:0043161;GO:0006511;GO:0023052;GO:0005634",17392787,-6.588,-1.256,-7.679,-7.565,-8.319,0.86
1214,"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)",5,3,60,"P62877, Q13619, Q16531, Q7L5Y6, Q8NHY2","GO:0016567;GO:0043161;GO:0006511;GO:0023052;GO:0005634",14739464,-19.603,-1.435,-23.806,-23.334,-24.321,1
1215,"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)",4,3,75,"P62877, P63208, Q13616, Q969H0","GO:0016567;GO:0043161;GO:0006511;GO:0007219;GO:0023052",11585921,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
1220,"TRF2-Ku complex",3,2,66.67,"P12956, P13010, Q15554","GO:0003677;GO:0051276;GO:0005634",10984620,1.024,1.16,1.089,-1.004,-1.158,0.217
1223,"H2AX complex, isolated from cells without IR exposure",13,10,76.92,"O43390, P05455, P06748, P0DP23, P11021, P11940, P16104, P27797, P62805, Q08945, Q8N257, Q9Y262, Q9Y5B9","GO:0006265;GO:0000075;GO:0006354;GO:0051276;GO:0005634",16522924,-1.06,-1.063,-1.115,-1.345,-1.59,0.245
1224,"Ubiquitin E3 ligase (BMI1, SPOP, CUL3)",3,1,33.33,"O43791, P35226, Q13618","GO:0009048;GO:0016567;GO:0005634;GO:0006511",15897469,NA,NA,NA,NA,NA,NA
1225,"Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)",3,2,66.67,"O43791, O75367, Q13618","GO:0009048;GO:0016567;GO:0005634;GO:0006511",15897469,1.172,1.46,1.501,1.422,1.4,0.229
1226,"H2AX complex I",7,5,71.43,"P06748, P09874, P11021, P16104, P27797, Q7L2E3, Q8N257","GO:0006281;GO:0006265;GO:0000075;GO:0006354;GO:0006974;GO:0051276;GO:0005634",16522924,-1.113,1.065,1.006,-1.284,-1.462,0.379
1227,"H2AX complex II",10,6,60,"P06748, P11021, P16104, P16989, P27797, P33778, P62805, Q8N257, Q96EY7, Q99879","GO:0006281;GO:0006265;GO:0000075;GO:0006354;GO:0006974;GO:0051276;GO:0005634",16522924,1.204,-1.02,1.13,1.38,1.443,0.926
1230,"WINAC complex",14,9,64.29,"O14497, O96019, P11473, P51531, P51532, Q02880, Q12824, Q13111, Q8TAQ2, Q92922, Q969G3, Q96GM5, Q9UIG0, Q9Y5B9","GO:0006260;GO:0006265;GO:0000084;GO:2001141;GO:0006355;GO:0051276;GO:0005634;GO:0005102",12837248,-1.066,-1.123,-1.255,-2.464,-4.125,0.121
1231,"FIB-associated protein complex",6,4,66.67,"O14744, P22087, Q07021, Q71U36, Q99873, Q9H4B7","GO:0006364;GO:0000154;GO:0042254;GO:0005634",14583623,1.049,1.207,1.298,1.265,1.242,0.419
1232,"REST-CoREST-mSIN3A complex",3,1,33.33,"Q13127, Q96ST3, Q9UKL0","GO:0045892;GO:0022008;GO:0048699;GO:0030182;GO:0007399;GO:0005634",10734093,NA,NA,NA,NA,NA,NA
1233,"CoREST-HDAC2 complex",2,2,100,"Q92769, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0005634",11516394,21.263,21.582,1.008,-1.142,-1.24,0.768
1237,"BAF complex",9,6,66.67,"O14497, O96019, P51531, P51532, Q12824, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005634",11073988,-1.108,-1.215,-1.35,-3.392,-6.412,0.169
1238,"PBAF complex (Polybromo- and BAF containing complex)",9,5,55.56,"O96019, P51532, Q12824, Q68CP9, Q86U86, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0009755;GO:0023052;GO:0051276;GO:0005694",11780067,-1.104,-1.197,-1.336,-1.658,-3.207,0.039
1239,"EBAFb complex",10,5,50,"O96019, P51532, Q03111, Q12824, Q8NFD5, Q8TAQ2, Q92922, Q92925, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005694",12665591,-1.104,-1.197,-1.336,-1.658,-3.207,0.039
1243,"Ubiquitin E3 ligase (SPOP, DAXX, CUL3)",3,2,66.67,"O43791, Q13618, Q9UER7","GO:2001141;GO:0006355;GO:0016567;GO:0043161;GO:0006511;GO:0043067;GO:0005634",16524876,1.061,1.145,1.07,-1.02,-1.042,1
1245,"Protein phosphatase 4 complex",2,2,100,"P60510, Q9NY27","GO:0006470;GO:0005813;GO:0000226",10769191,1.006,-1.04,-1.019,-1.175,-1.166,1
1248,"Apoptosome",2,1,50,"O14727, P99999","GO:0006915;GO:0005737",16271896,NA,NA,NA,NA,NA,NA
1251,"BAF complex",8,5,62.5,"O14497, O96019, P51531, Q12824, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005694",12665591,-1.122,-1.234,-1.347,-3.969,-8.603,0.244
1252,"EBAFa complex",10,6,60,"O14497, O96019, P51532, Q03111, Q12824, Q8TAQ2, Q92922, Q92925, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005694",12665591,-1.108,-1.215,-1.35,-3.392,-6.412,0.169
1254,"Menin-associated histone methyltransferase complex",7,4,57.14,"O00255, P30876, P61964, Q15291, Q9C005, Q9UBL3, Q9UMN6","GO:0006265;GO:0006349;GO:0045893;GO:0018126;GO:0006479;GO:0051276;GO:0030154;GO:0005634",14992727,-1.053,1.006,1.002,-1.302,-1.594,0.12
1255,"Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)",4,2,50,"O60907, P63208, Q8IUQ4, Q9HB71","GO:0016567;GO:0043161;GO:0006511;GO:0023052",11389839,1.04,-1.054,-1.042,-1.134,-1.18,1
1256,"MLL-HCF complex",7,3,42.86,"O00255, P05546, P51610, P61964, Q03164, Q15291, Q9UBL3","GO:0006265;GO:0006349;GO:2001141;GO:0006355;GO:0018126;GO:0006479;GO:0051276;GO:0005634",15199122,-1.117,1.039,1.017,-1.239,-1.75,0.068
1257,"ALL-1 supercomplex",28,14,50,"O00422, O60264, O60341, O75446, O94776, O95983, P20226, P21675, P49848, P51531, P61964, P62826, Q03164, Q09028, Q12824, Q12873, Q13547, Q15029, Q15291, Q16514, Q16576, Q16594, Q8TAQ2, Q92769, Q92797, Q92922, Q96ST3, Q9P2I0","GO:0006265;GO:2001141;GO:0006355;GO:0006476;GO:0018126;GO:0006479;GO:0051276;GO:0005634",12453419,-1.027,-1.096,-1.17,-1.397,-2.425,0.238
1258,"Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)",4,2,50,"P62877, P63208, Q8N3Y1, Q92990","GO:0016567;GO:0043161;GO:0006511;GO:0001570",12904573,-20.559,-1.332,-25.178,-25.754,-26.354,1
1259,"Chromatin assembly complex (CAF-1 complex)",3,1,33.33,"Q09028, Q13111, Q13112","GO:0006260;GO:0006265;GO:0000084;GO:0051276;GO:0005634",7600578,NA,NA,NA,NA,NA,NA
1260,"Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)",4,3,75,"P62877, P63208, Q13616, Q86XK2","GO:0000338;GO:0016925;GO:0016926;GO:0045116;GO:0051090;GO:0005634;GO:0036211",17098746,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
1261,"SRm160/300 complex",5,5,100,"P08621, P09661, P62995, Q8IYB3, Q9UQ35","GO:0008380;GO:0003723;GO:0005634",10339552,-1.06,1.111,1.04,-1.153,-1.394,0.061
1287,"HNRPF-HNRPH1 complex",2,2,100,"P31943, P52597","GO:0008380;GO:0003723;GO:0005634",9858532,1.034,1.166,1.031,-1.087,-1.283,0.129
1288,"DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)",4,3,75,"P26599, P31943, P52597, Q9UKA9","GO:0043484;GO:0048024;GO:0003723;GO:0005634",11003644,-1.03,1.051,-1.096,-1.304,-1.542,0.188
1293,"IPO13-RBM8A-MAGOH complex",3,1,33.33,"O94829, P61326, Q9Y5S9","GO:0050658;GO:0051033;GO:0051169;GO:0005634",11447110,NA,NA,NA,NA,NA,NA
1296,"DCP1A-DCP2 Decapping complex",2,1,50,"Q8IU60, Q9NPI6","GO:0006401;GO:0005737",12417715,NA,NA,NA,NA,NA,NA
1297,"MKK4-ARRB2-ASK1 complex",3,1,33.33,"P32121, P45985, Q99683","GO:0007254;GO:0000165",11090355,NA,NA,NA,NA,NA,NA
1298,"MKK4-ARRB2-JNK3 complex",3,1,33.33,"P32121, P45985, P53779","GO:0007254;GO:0000165",11090355,NA,NA,NA,NA,NA,NA
1306,"HNRNPD (p45)-PIN1 complex",2,1,50,"Q13526, Q14103-1","GO:0005125;GO:0005737;GO:0032604",16273101,NA,NA,NA,NA,NA,NA
1307,"Multiprotein bridging complex (translationally coupled mRNA turnover)",5,5,100,"O60506, O75534, P11940, Q14103, Q9H074","GO:0006401;GO:0005737",11051545,-1.074,-1.354,-1.257,-1.335,-1.438,0.186
1308,"EIF4G1-HSP70-HSPA8-HNRNPD-PABPC1 complex",5,4,80,"P11142, P11940, Q04637, Q14103, Q59EJ3","GO:0006401",10205060,-1.042,-1.389,-1.287,-1.282,-1.345,0.05
1317,"ATF7-TAF12 complex",2,1,50,"P17544, Q16514","GO:0045893",15735663,NA,NA,NA,NA,NA,NA
1332,"Large Drosha complex",20,18,90,"O00571, O14979, O43143, P17844, P31943, P35637, P52272, Q00839, Q01844, Q12905, Q12906, Q13148, Q8WYQ5, Q92499, Q92804, Q92841, Q96SB4, Q9BUJ2, Q9NRR4, Q9UKM9","GO:0006396;GO:0003723;GO:0005634",15531877,1.032,1.182,1.127,-1.004,-1.136,0.198
1335,"SNW1 complex",18,16,88.89,"O75643, O95071, P07437, P11021, P17858, P23246, P26641, P43243, P43246, P68104, Q00839, Q13573, Q15029, Q16531, Q6P2Q9, Q99459, Q9BUQ8, Q9UG63","GO:0045893;GO:0008380;GO:0005634",12840015,-1.052,1.026,-1.031,-1.187,-1.352,0.022
1347,"NPC subcomplex (NUP96, NUP107, NUP133, NUP160)",4,4,100,"P52948, P57740, Q12769, Q8WUM0","GO:0000278;GO:0015031;GO:0006810;GO:0051169;GO:0000775;GO:0005643",11564755,1.02,1.096,1.089,-1.048,-1.285,0.147
1348,"GLE1-NUPL2-NUP155 complex",3,1,33.33,"O15504, O75694, Q53GS7","GO:0006886;GO:0006605;GO:0015031",16000379,NA,NA,NA,NA,NA,NA
1377,"hASC-1 complex",4,3,75,"Q15650, Q8N3C0, Q8N9N2, Q9H1I8","GO:0045893;GO:0023052;GO:0005634",12077347,-1.018,-1.246,-5.752,-6.708,-6.9,0.422
1379,"GALNS-lysosomal hydrolase 1.27 MDa complex",4,4,100,"P10619, P16278, P34059, Q99519","GO:0005976;GO:0005764",8910459,2.371,3.976,4.349,4.106,3.262,0.029
1380,"Elongator holo complex",4,2,50,"O95163, Q6IA86, Q96EB1, Q9H9T3","GO:0006354;GO:0006473;GO:0006476;GO:0005634",11714725,-1.096,-1.219,-1.274,-1.345,-1.509,0.792
1387,"TTP-AGO2 complex",2,1,50,"P26651, Q9UKV8","GO:0006402;GO:0061157",15766526,NA,NA,NA,NA,NA,NA
1399,"WDR5-ASH2L-RBBP5-MLL2 complex",4,2,50,"O14686, P61964, Q15291, Q9UBL3","GO:0045893;GO:0018126;GO:0006479;GO:0005634",15960974,-1.02,1.246,1.319,-1.018,-1.418,1
1400,"ASCOM complex",7,2,28.57,"O14686, P07437, P68366, Q14686, Q15291, Q8NEZ4, Q9UBL3","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005634",12482968,-1.07,-1.024,-1.148,-1.431,-1.815,0.151
1401,"MOF complex",10,1,10,"O14686, O15047, P21675, P49848, P61964, Q03164, Q15291, Q16594, Q99496, Q9H7Z6","GO:0005634",15960975,NA,NA,NA,NA,NA,NA
1413,"NCOR1 complex",10,6,60,"O15379, O75376, P51532, Q12824, Q13263, Q15393, Q15459, Q6ZRS2, Q8TAQ2, Q92922","GO:0006265;GO:0045892;GO:0032774;GO:0006476;GO:0051276;GO:0005634",11013263,-1.082,-1.112,-1.193,-1.371,-2.925,0.075
1448,"LIN2-LIN7-SAP97 complex",3,2,66.67,"O14910, O14936, Q12959","GO:0006886;GO:0006605;GO:0015031;GO:0051211;GO:0009798;GO:0030855;GO:0002009",11865057,19.989,21.314,21.72,20.597,20.869,1
1452,"MCM2-MCM6-MCM7 complex",3,3,100,"P33993, P49736, Q14566","GO:0006260;GO:0005634",15448696,-1.141,-1.773,-3.162,-6.336,-13.855,0.003
1458,"SNF2h-HDAC12 complex",2,2,100,"O60264, Q92769","GO:0051052;GO:0006473;GO:0006476;GO:0051276",15775975,1.003,-1.086,-1.155,-1.516,-1.806,0.093
1462,"hPRC1L complex",4,1,25,"P35226, Q06587, Q8IXK0, Q99496","GO:0006304;GO:0009307;GO:0032774;GO:0016567;GO:0005634",15386022,NA,NA,NA,NA,NA,NA
1464,"Mis12 centromere complex",6,1,16.67,"O95229, P45973, Q6P1K2, Q96IY1, Q9H081, Q9H410","GO:0007059;GO:0000775",15502821,NA,NA,NA,NA,NA,NA
1488,"DNMT1-RB1-HDAC1-E2F1 complex",4,1,25,"P06400, P26358, Q01094, Q13547","GO:0045892",10888886,NA,NA,NA,NA,NA,NA
1490,"DAXX-DNMT1-DMAP1 complex",3,2,66.67,"P26358, Q9NPF5, Q9UER7","GO:0045892",14978102,-1.206,-1.895,-1.809,-3.09,-3.051,0.381
1491,"RGS6-DNMT1-DMAP1 complex",3,1,33.33,"P26358, P49758, Q9NPF5","GO:2001141;GO:0006355",14734556,NA,NA,NA,NA,NA,NA
1492,"BHC110 complex",10,3,30,"O60341, O75362, Q13547, Q14687, Q92618, Q92769, Q96BD5, Q9P0W2, Q9UBW7, Q9UKL0","GO:0006265;GO:0006473;GO:0006476;GO:0018126;GO:0006479;GO:0005634",16079794,2.537,2.297,-1.234,-1.344,-1.627,0.535
1495,"PID complex",5,3,60,"O94776, O95983, Q09028, Q13547, Q14839","GO:0006473;GO:0006476;GO:0051090;GO:0005634;GO:0036211",11099047,1.027,-1.075,-1.169,-1.328,-1.646,0.044
1505,"NCOR2 complex",7,2,28.57,"O15379, O75376, O75446, Q13547, Q92769, Q96ST3, Q9Y618","GO:0006265;GO:0045892;GO:0032774;GO:0006476;GO:0051276;GO:0005634",11013263,-1.13,-1.089,-1.065,-1.442,-1.687,0.199
1519,"IL6ST-PRKCD-STAT3 complex",3,1,33.33,"P40189, P40763, Q05655","GO:0070103",12361954,NA,NA,NA,NA,NA,NA
1520,"STAT3-NLK-MAP3K7 complex",3,2,66.67,"O43318, P40763, Q9UBE8","GO:0007165;GO:0005634",15764709,1.124,1.103,1.243,1.28,1.264,1
1521,"p300-SMAD1-STAT3 complex",3,2,66.67,"P40763, Q09472, Q15797","GO:0045893;GO:0007167;GO:0048708",10205054,1.085,1.41,1.525,1.557,1.619,0.405
1522,"STAT3 homodimer complex",1,1,100,"P40763","GO:2001141;GO:0006355;GO:0003677",15653507,NA,NA,NA,NA,NA,NA
1530,"Girdin homo-oligomer complex",1,1,100,"Q3V6T2","GO:0030036;GO:0048870",16139227,NA,NA,NA,NA,NA,NA
1539,"G protein complex (GNG2, GNB2L1, RAF1)",3,3,100,"P04049, P59768, P63244","GO:0007186;GO:0004674",7782277,1.046,1.058,1.104,-23.915,-1.482,1
1543,"PPP2CA-PPP2R1A complex",2,1,50,"P30153, P67775","GO:0030234;GO:0050790",12370081,NA,NA,NA,NA,NA,NA
1544,"PPP2CA-PPP2R1A-PPP2R3A complex",3,1,33.33,"P30153, P67775, Q06190","GO:0030234;GO:0050790",12506124,NA,NA,NA,NA,NA,NA
1551,"IPO13-RAN-EIF1AX complex",3,1,33.33,"O94829, P47813, P62826","GO:0015031;GO:0051169;GO:0005737;GO:0005634;GO:0140318",11447110,NA,NA,NA,NA,NA,NA
1552,"TNPO2-RAN-NXF1 complex",3,3,100,"O14787, P62826, Q9UBU9","GO:0003723;GO:0005737;GO:0005634;GO:0006405",12384575,1.201,1.135,1.084,-1.003,-1.094,0.801
1554,"KPNB1-RAN-RANBP1complex",3,3,100,"P43487, P62826, Q14974","GO:0015031;GO:0051169;GO:0005737;GO:0140318",10037787,1.135,-1.005,-1.087,-1.149,-1.332,0.147
1571,"Vigilin-DNA-PK-Ku antigen complex",4,4,100,"P12956, P13010, P78527, Q00341","GO:0007059;GO:0006468;GO:0003723;GO:0005694",15723802,1.023,1.204,1.132,1.014,-1.131,0.103
1612,"G protein complex (GNAS, GNB1, GNG2)",3,3,100,"P59768, P62873, P63092","GO:0005834;GO:0007186",15782186,-1.024,1.504,1.46,1.045,1.015,0.171
1614,"G protein complex (GNB1, GNG2, MCF2)",3,2,66.67,"P10911, P59768, P62873","GO:0007186;GO:0005834",10518015,-1.069,1.601,1.552,-1.01,1.003,0.29
1615,"G protein complex (BTK, GNG1, GNG2)",3,2,66.67,"P59768, P62873, Q06187","GO:0007186;GO:0030154;GO:0005834",7972043,-1.069,1.601,1.552,-1.01,1.003,0.29
1617,"G protein complex (CACNA1A, GNB1, GNG2)",3,2,66.67,"O00555, P59768, P62873","GO:0007186",9238069,-1.069,1.601,1.552,-1.01,1.003,0.29
1618,"G protein complex (GNB1, GNG2, PTHR1)",3,2,66.67,"P59768, P62873, Q03431","GO:0007186",16099817,-1.069,1.601,1.552,-1.01,1.003,0.29
1619,"G protein complex (HDAC5, GNB1, GNG2)",3,2,66.67,"P59768, P62873, Q9UQL6","GO:0045892;GO:0007186",16221676,-1.069,1.601,1.552,-1.01,1.003,0.29
1620,"G protein complex (HDAC4, GNB1, GNG2)",3,3,100,"P56524, P59768, P62873","GO:0045892;GO:0007186",16221676,-1.091,3.524,3.445,2.554,2.91,0.703
1633,"CyclinD1-CDK4-CDK6 complex",3,2,66.67,"P11802, P24385, Q00534","GO:0000278;GO:0000082;GO:0035556;GO:0007519",8930396,1.006,-1.966,-1.925,-2.534,-2.715,0.091
1634,"CyclinD1-CDK4-p21 complex",3,1,33.33,"P11802, P24385, P38936","GO:0007050;GO:0035556",9467962,NA,NA,NA,NA,NA,NA
1642,"p16-cyclin D2-CDK4 complex",3,2,66.67,"P11802, P30279, P42771","GO:0000278;GO:0051726;GO:0035556",7739547,-1.007,-1.225,-1.491,-1.742,-2.034,0.053
1695,"SCAMP1-SCAMP2 complex",2,1,50,"O15126, O15127","GO:0015031;GO:0006892;GO:0016192;GO:0140318",9224770,NA,NA,NA,NA,NA,NA
1728,"CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex",9,5,55.56,"O00505, P02545, P06748, P09874, P0C0S5, P11388, P49711, P52294, Q6FI13","GO:2001141;GO:0006355;GO:0005634",14759373,-1.094,-1.016,-1.088,-1.279,-1.392,0.526
1729,"TLE1 corepressor complex (MASH1 promoter-corepressor complex)",10,9,90,"P06748, P09874, P19338, P34932, P35580, P60709, Q02880, Q04724, Q15233, Q92878","GO:0045892;GO:0005515;GO:0003677;GO:0051090;GO:0030182;GO:0005634",15607978,1.01,1.173,1.108,-1.111,-1.277,0.114
1731,"PRMT1 complex",1,1,100,"Q99873","GO:0018126;GO:0006479;GO:0005634",11152681,NA,NA,NA,NA,NA,NA
1734,"SF3A1-SF3A2-SF3A3 complex",3,3,100,"Q12874, Q15428, Q15459","GO:0008380;GO:0005634",11533230,-1.052,1.03,-1.069,-1.149,-1.36,0.093
1737,"SF3b complex",8,8,100,"O75533, Q13435, Q15393, Q15427, Q7RTV0, Q86XP3, Q9BWJ5, Q9Y3B4","GO:0008380;GO:0005634",12234937,-1.013,1.053,-1.015,-1.121,-1.292,0.092
1743,"(E.F.G) complex",3,2,66.67,"P62304, P62306, P62308","GO:0005634;GO:0000387",9020971,-1.245,-1.018,-1.182,-1.378,-1.316,0.235
1745,"SMN complex",15,9,60,"O14893, P09012, P14678, P57678, P62304, P62306, P62308, P62314, P62316, P62318, P63162, Q8TEQ6, Q8WXD5, Q9H840, Q9UHI6","GO:0008380;GO:0032774;GO:0003723;GO:0005737;GO:0005634;GO:0065003",11748230,-1.089,1.047,-1.075,-1.212,-1.223,0.073
1746,"SMN containing complex",8,7,87.5,"O14893, P09382, P17931, P57678, P62314, P62316, P62318, Q16637","GO:0008380;GO:0032774;GO:0003723;GO:0005634;GO:0065003",11522829,-1.04,1,-1.117,-1.261,-1.359,0.259
1749,"SMN-PolII-RHA complex",10,6,60,"O14893, P08579, P14678, P20226, P24928, P57678, P63162, Q00403, Q08211, Q9UHI6","GO:0008380;GO:0032774;GO:0003723;GO:0005737;GO:0005634;GO:0065003",11149922,-1.02,-1.011,-1.073,-1.47,-1.271,0.469
1750,"PPP4C-PPP4R2-Gemin3-Gemin4 complex",4,3,75,"P57678, P60510, Q9NY27, Q9UHI6","GO:0006470;GO:0005634",12668731,-1.021,-1.31,-1.241,-1.456,-1.452,0.4
1751,"SMN complex",10,5,50,"O14893, P09012, P14678, P57678, Q16637, Q8TEQ6, Q8WXD5, Q9H840, Q9UHI6, Q9Y3F4","GO:0008380;GO:0032774;GO:0003723;GO:0006811;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634;GO:0065003",15494309,-1.044,-1.344,-1.213,-1.276,-1.359,0.511
1752,"SMN complex",7,3,42.86,"O14893, P57678, Q16637, Q8TEQ6, Q8WXD5, Q9H840, Q9UHI6","GO:0008380;GO:0032774;GO:0003723;GO:0005737;GO:0005634;GO:0065003",12065586,-1.048,-1.486,-1.245,-1.338,-1.418,0.425
1760,"TOP1-PSF-P54 complex",3,3,100,"P11387, P23246, Q15233","GO:0008380;GO:0005634",9756848,-1.018,1.037,-1.019,-1.191,-1.468,0.037
1767,"CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex",5,5,100,"O43809, P24928, Q14157, Q16630, Q96J02","GO:0006351;GO:0006396;GO:0001817",16055720,-1.128,1.104,-1.023,-1.217,-1.386,0.058
1768,"CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex",6,6,100,"O43809, P24928, Q01844, Q14157, Q16630, Q96J02","GO:0001817;GO:0006396;GO:0006351",16055720,-1.113,1.117,-1.001,-1.184,-1.355,0.064
1769,"CPSF6-ITCH-NUDT21-POLR2A complex",4,4,100,"O43809, P24928, Q16630, Q96J02","GO:0001817;GO:0006396;GO:0006351",16055720,-1.128,1.116,-1.019,-1.218,-1.388,0.056
1784,"RNF11-SMURF2-STAMBP complex",3,1,33.33,"O95630, Q9HAU4, Q9Y3C5","GO:0043161;GO:0006511",14755250,NA,NA,NA,NA,NA,NA
1787,"Nogo-potassium channel complex",4,1,25,"P16389, P78357, Q09470, Q9NQC3","GO:0008324;GO:0006812;GO:0005216;GO:0022008;GO:0048699;GO:0007417",14592966,NA,NA,NA,NA,NA,NA
1793,"LINGO1-RTN4R-NGFR complex",3,1,33.33,"P08138, Q96FE5, Q9BZR6","GO:0022008;GO:0048699;GO:0031175",14966521,NA,NA,NA,NA,NA,NA
1794,"SORT1-NGFR complex",2,1,50,"P08138, Q99523","GO:0005515;GO:0005737",14985763,NA,NA,NA,NA,NA,NA
1795,"SORT1-NGFR-NGFB complex",3,1,33.33,"P01138, P08138, Q99523","GO:0006915",14985763,NA,NA,NA,NA,NA,NA
1810,"ITGA4-PXN-GIT1 complex",3,3,100,"P13612, P49023, Q9Y2X7","GO:0016477",15793570,-1.172,-1.086,1.045,1.217,1.534,0.568
1816,"JUN-TCF4-CTNNB1 complex",3,1,33.33,"P05412, P15884, P35222","GO:0016055;GO:0023052",16007074,NA,NA,NA,NA,NA,NA
1827,"PML-SMAD2/3-SARA complex",4,2,50,"O95405, P29590, P84022, Q15796","GO:0007179;GO:0005737",15356634,-1.037,-1.067,-1.138,-1.379,-1.501,0.548
1844,"APC-IQGAP1 complex",2,1,50,"P25054, P46940","GO:0016477;GO:0007010;GO:0005856",15572129,NA,NA,NA,NA,NA,NA
1845,"APC-IQGAP1-CLIP-170 complex",3,2,66.67,"P25054, P30622, P46940","GO:0016477;GO:0007010;GO:0005856",15572129,-1.063,-1.223,-1.275,-1.301,-1.297,1
1851,"BUB1-BUB3 complex",2,1,50,"O43683, O43684","GO:0006468",15525512,NA,NA,NA,NA,NA,NA
1863,"TSG101-VPS37B-VPS28 complex",3,3,100,"Q99816, Q9H9H4, Q9UK41","GO:0006886;GO:0006605;GO:0015031",15218037,-1.037,1.182,1.216,1.216,1.301,0.112
1893,"mTOR2 complex (MTOR, RICTOR, MLST8)",3,2,66.67,"P42345, Q6R327, Q9BVC4","GO:0000902;GO:0016049;GO:0030036",15268862,-1.273,1.049,-1.026,-1.083,1.172,1
1927,"PKD2-PACS1 complex",2,1,50,"Q13563, Q6VY07","GO:0005216",15692563,NA,NA,NA,NA,NA,NA
1982,"CACY homodimer  complex",1,1,100,"P06703","GO:0005509;GO:0008270",9578461,NA,NA,NA,NA,NA,NA
