"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
1984,"PEX14 homodimer complex",1,1,100,"O75381","GO:0006461;GO:0007031;GO:0005777",12096124,NA,NA,NA,NA,NA,NA
1986,"Endoglin homodimer complex",1,1,100,"P17813","GO:0023052",15806144,NA,NA,NA,NA,NA,NA
1989,"BANF1 homodimer protein",1,1,100,"O75531","GO:0003677;GO:0009607",9783751,NA,NA,NA,NA,NA,NA
1990,"PGRMC1-SCAP complex",2,1,50,"O00264, Q12770","GO:0042632;GO:0005783",15782218,NA,NA,NA,NA,NA,NA
2055,"CASP8-CHUK-IKBKB-MALT1-BCL10 complex",5,2,40,"O14920, O15111, O95999, Q14790, Q9UDY8","GO:0043122",15746428,-1.011,-1.007,-1.028,-1.194,-1.247,0.241
2084,"NFKB1-NFKB2-REL-RELA-RELB complex",5,2,40,"P19838, Q00653, Q01201, Q04206, Q04864","GO:2001141;GO:0006355",15782119,-1.125,-1.21,-1.132,-1.15,-1.174,1
2086,"NFKB1-NFKB2-RELA-RELB complex",4,2,50,"P19838, Q00653, Q01201, Q04206","GO:2001141;GO:0006355",15782119,-1.125,-1.21,-1.132,-1.15,-1.174,1
2100,"CHUK-IKBKB-MAP3K14 complex",3,2,66.67,"O14920, O15111, Q99558","GO:0030234;GO:0050790",9346485,-1.011,-1.007,-1.028,-1.194,-1.247,0.241
2101,"CHUK-IKBKB complex",2,2,100,"O14920, O15111","GO:0034612;GO:0070555;GO:0006468;GO:0045087;GO:0019048;GO:0006954;GO:0008384;GO:0007249;GO:0051090;GO:0051607",9346485,-1.011,-1.007,-1.028,-1.194,-1.247,0.241
2104,"IKBKB-MAP3K14 complex",2,1,50,"O14920, Q99558","GO:0030234;GO:0050790",9346485,NA,NA,NA,NA,NA,NA
2105,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)",6,4,66.67,"O14920, O15111, O95163, P25963, Q04206, Q99558","GO:0007249;GO:0023052",9751059,-1.078,-1.147,-1.143,-1.279,-1.321,0.143
2112,"CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex",4,3,75,"P07900, P08238, Q16543, Q16584","GO:0030234;GO:0050790",15001580,-1.04,-1.1,-1.141,-1.243,-1.282,0.139
2118,"CHUK-ERC1-IKBKB-IKBKG complex",4,4,100,"O14920, O15111, Q8IUD2, Q9Y6K9","GO:0007249",15218148,-1.002,1.027,-1.036,-1.178,-1.182,0.172
2123,"IKBKG homodimer complex",1,1,100,"Q9Y6K9","GO:0007249",12435599,NA,NA,NA,NA,NA,NA
2124,"CHUK-ESR1-NCOA3 complex",3,1,33.33,"O15111, P03372, Q9Y6Q9","GO:0006355;GO:0006468;GO:0003677;GO:0071391;GO:0030520",15808510,NA,NA,NA,NA,NA,NA
2129,"DNAJB2-HSPA8-PSMA3 complex",3,2,66.67,"P11142, P25686, P25788","GO:0006886;GO:0006605;GO:0015031;GO:0043161;GO:0006511",15936278,-1.052,-1.144,-1.101,-1.098,-1.109,1
2143,"MAP2K5-PRKCI-SQSTM1 complex",3,2,66.67,"P41743, Q13163, Q13501","GO:0035556;GO:0023052",12813044,-1.062,-1.013,-1.411,-1.454,-1.273,0.658
2145,"HSF1-YWHAE complex",2,2,100,"P62258, Q00613","GO:0009408",15364926,1.017,1.128,1.083,1.134,1.103,1
2156,"YBX1-AKT1 complex",2,2,100,"P31749, P67809","GO:0008361;GO:0005634",15806160,-1.085,-1.288,-1.251,-1.255,-1.347,1
2159,"AR-AKT-APPL complex",3,2,66.67,"P10275, P31749, Q9UKG1","GO:0023052",12621049,1.118,1.174,1.27,1.24,1.162,1
2160,"AOF2-AR complex",2,1,50,"O60341, P10275","GO:0045893",16079795,NA,NA,NA,NA,NA,NA
2162,"APPBP1-UBA3 complex",2,2,100,"Q13564, Q8TBC4","GO:0016567",12646924,1.05,1.244,1.193,1.091,-1.021,0.37
2170,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)",3,2,66.67,"P49427, P62877, Q13616","GO:0016567;GO:0043161;GO:0006511",11675391,-23.738,-1.364,-25.878,-26.975,-26.874,1
2171,"Ubiquitin E3 ligase (CHEK1, CUL4A)",2,1,50,"O14757, Q13619","GO:0016567;GO:0043161;GO:0006511;GO:0006974;GO:0005634",16137618,NA,NA,NA,NA,NA,NA
2172,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)",4,3,75,"P62877, Q13619, Q16531, Q9H211","GO:0016567;GO:0043161;GO:0006511;GO:0006974",15448697,-19.603,-1.435,-23.806,-23.334,-24.321,1
2174,"COP9 signalosome complex",8,8,100,"P61201, Q13098, Q7L5N1, Q92905, Q99627, Q9BT78, Q9UBW8, Q9UNS2","GO:0008180;GO:0010387",9535219,-1.098,-1.048,-1.039,-1.066,-1.06,0.24
2179,"CNS-P53 complex",9,8,88.89,"P04637, P61201, Q13098, Q7L5N1, Q92905, Q99627, Q9BT78, Q9UBW8, Q9UNS2","GO:0006886;GO:0006605;GO:0015031",11285227,-1.098,-1.048,-1.039,-1.066,-1.06,0.24
2183,"KAISO-NCOR complex",10,1,10,"O15379, O60907, O75164, O75376, P52732, Q13227, Q86T24, Q92828, Q9BZK7, Q9UPN9","GO:0006265;GO:0045892;GO:0006473;GO:0006476;GO:0003677;GO:0051276;GO:0005634",14527417,NA,NA,NA,NA,NA,NA
2188,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)",5,4,80,"P62877, P63208, Q13616, Q15843, Q9Y297","GO:0016567;GO:0043161;GO:0006511;GO:0005737",10713156,-5.933,-1.142,-6.97,-6.795,-6.926,0.985
2189,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)",5,3,60,"P62877, P63208, P84022, Q13616, Q9Y297","GO:0016567;GO:0043161;GO:0006511;GO:0023052;GO:0005737;GO:0005634",11359933,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
2191,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)",4,3,75,"P62877, P63208, Q13616, Q8NFZ0","None",11956208,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
2192,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)",4,3,75,"P62877, P63208, Q13616, Q86WB0","GO:0000278;GO:0016567;GO:0043161;GO:0006511;GO:0005634",16009132,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
2197,"9-1-1-FEN1 complex",4,1,25,"O60671, O60921, P39748, Q99638","None",15556996,NA,NA,NA,NA,NA,NA
2199,"CHTF18-RFC2-5 complex",5,3,60,"P35249, P35250, P40937, P40938, Q8WVB6","GO:0006260;GO:0007059;GO:0005634;GO:0003677;GO:0016887",12930902,-1.21,-1.469,-2.023,-2.591,-9.126,0.041
2200,"RFC2-5 subcomplex",4,3,75,"P35249, P35250, P40937, P40938","GO:0006260;GO:0003677;GO:0005634;GO:0016887",9488738,-1.21,-1.469,-2.023,-2.591,-9.126,0.041
2201,"PCNA-RFC2-5 complex",5,4,80,"P12004, P35249, P35250, P40937, P40938","GO:0006260;GO:0005634",12171929,-1.186,-1.43,-2.051,-2.841,-7.929,0.011
2203,"BRD4-RFC complex",6,5,83.33,"O60885, P35249, P35250, P35251, P40937, P40938","GO:0000278;GO:0051726;GO:0000082;GO:0005634",12192049,-1.229,-1.304,-1.771,-4.325,-11.693,0.283
2211,"BARD1-BRCA1-CSTF complex",5,3,60,"P33240, P38398, Q05048, Q12996, Q99728","GO:0031123;GO:0031124;GO:0003723;GO:0005634",10477523,1.011,1.133,-1.003,-1.153,-1.191,0.392
2213,"BRCA1-BARD1-POLR2A complex",3,1,33.33,"P24928, P38398, Q99728","GO:2001141;GO:0006355;GO:0016567;GO:0005634",15886201,NA,NA,NA,NA,NA,NA
2217,"MDC1-MRN-ATM-FANCD2 complex",6,4,66.67,"O60934, P49959, Q13315, Q14676, Q92878, Q9BXW9","GO:0006281;GO:0000075;GO:0003677;GO:0006974;GO:0005634",12607005,-1.061,1.055,-1.094,-3.257,-1.556,0.443
2218,"MDC1-MRE11-RAD50-NBS1 complex",4,4,100,"O60934, P49959, Q14676, Q92878","GO:0006281;GO:0000075;GO:0006974;GO:0005634",12607003,-1.061,1.055,-1.094,-3.257,-1.556,0.443
2224,"MSH2/6-BLM-p53-RAD51 complex",5,1,20,"P04637, P43246, P52701, P54132, Q06609","GO:0006281;GO:0006974;GO:0005634",15064730,NA,NA,NA,NA,NA,NA
2226,"MutS-alpha-PK-zeta complex",3,1,33.33,"P43246, P52701, Q05513","GO:0006281;GO:0043161;GO:0006511",15808853,NA,NA,NA,NA,NA,NA
2231,"PCNA homotrimer complex",1,1,100,"P12004","GO:0006260;GO:0005634",7522248,NA,NA,NA,NA,NA,NA
2236,"ASF1-histone containing complex",7,2,28.57,"O96017, P49321, P50502, P68431, Q13112, Q9NVP2, Q9Y294","GO:0006260;GO:0006265;GO:0051276",15664198,1.131,1.059,-1.019,-1.191,-1.442,1
2241,"HTT-OPTN-RAB8A complex",3,3,100,"P42858, P61006, Q96CV9","GO:0016192;GO:0000902",11137014,1,-1.1,-1.038,-1.028,1.231,0.687
2242,"TGM2-HD-CALM1 complex",3,2,66.67,"P0DP23, P21980, P42858","GO:0006461",14985437,-1.058,-1.093,-1.215,-1.403,-1.238,1
2243,"TGM2-HD complex",2,2,100,"P21980, P42858","GO:0006461",11442349,-1.058,-1.093,-1.215,-1.403,-1.238,1
2254,"CTGF/Hcs24-actin(beta/gamma) complex",3,1,33.33,"P29279, P60709, P63261","GO:0030037;GO:0030036;GO:0051216;GO:0005737",12470643,NA,NA,NA,NA,NA,NA
2255,"Cofilin-actin-CAP1 complex",3,3,100,"P23528, P60709, Q01518","GO:0030036;GO:0015629;GO:0048870",11950878,-1.07,-1.125,-1.273,-1.455,-1.549,0.099
2256,"RIAM-Rap1-GTP complex",2,1,50,"P62834, Q7Z5R6","GO:0007155;GO:0030036;GO:0005886",15469846,NA,NA,NA,NA,NA,NA
2266,"PPP3CA-PPP3CB-RCAN1 complex",3,2,66.67,"P16298, P53805, Q08209","GO:0019722",12809556,-1.587,-1.339,-1.502,-1.481,-1.159,1
2294,"ABI1-WASF2 complex",2,2,100,"Q8IZP0, Q9Y6W5","GO:0030036",16155590,-1.064,-1.075,-1.138,-1.219,-1.237,0.164
2297,"ABI1-WASL complex",2,2,100,"O00401, Q8IZP0","GO:0030036",16155590,-1.018,1.042,1.01,-1.045,-1.153,1
2307,"AP3D1-AP3S2 complex",2,1,50,"O14617, P59780","GO:0006886;GO:0006605;GO:0015031",15469849,NA,NA,NA,NA,NA,NA
2308,"AP3D1-AP3S1 complex",2,2,100,"O14617, Q92572","GO:0006886;GO:0006605;GO:0015031",15469849,1.014,1.08,-1.007,-1.131,-1.116,0.912
2318,"ITGA6-ITGB4-Laminin10/12 complex",5,4,80,"O15230, P07942, P11047, P16144, P23229","GO:0007155",10671376,1.106,-2.161,-2.287,-2.068,-2.065,0.735
2319,"ITGA6-ITGB4-Laminin10/12 complex",5,4,80,"O15230, P11047, P16144, P23229, P55268","GO:0007155",10671376,1.843,2.691,3.085,3.148,2.88,0.304
2320,"ITGA6-ITGB4-CD151 complex",3,2,66.67,"P16144, P23229, P48509","GO:0005515;GO:0007160",10811835,1.027,-1.042,1.165,1.194,1.067,0.735
2321,"ITGA6-ITGB4-FYN complex",3,1,33.33,"P06241, P16144, P23229","GO:0005515;GO:0006921",11684709,NA,NA,NA,NA,NA,NA
2322,"ITGA6-ITGB4-LAMA5 complex",3,2,66.67,"O15230, P16144, P23229","GO:0007155",7556090,1.258,1.416,1.502,1.427,1.223,1
2323,"ITGA6-ITGB4 complex",2,1,50,"P16144, P23229","GO:0007155;GO:0048870",2649503,NA,NA,NA,NA,NA,NA
2342,"ITGAV-ITGB8-MMP14-TGFB1 complex",4,2,50,"P01137, P06756, P26012, P50281","GO:0016049;GO:1901392",11970960,1.022,-1.184,-1.296,-1.111,-1.034,1
2343,"ITGAV-ITGB5-PLAUR complex",3,2,66.67,"P06756, P18084, Q03405","GO:0016477",10537314,1.3,1.479,1.323,1.029,-1.08,0.541
2345,"ITGAV-ITGB5-ICAM4 complex",3,2,66.67,"P06756, P18084, Q14773","GO:0005515;GO:0007155",11435317,1.3,1.479,1.323,1.029,-1.08,0.541
2346,"ITGAV-ITGB5-ADAM9 complex",3,2,66.67,"P06756, P18084, Q13443","GO:0005515;GO:0007155",11162558,1.3,1.479,1.323,1.029,-1.08,0.541
2347,"ITGAV-ITGB5-SPP1 complex",3,2,66.67,"P06756, P10451, P18084","GO:0005515;GO:0007155",16005200,1.3,1.479,1.323,1.029,-1.08,0.541
2348,"ITGAV-ITGB5-CYR61 complex",3,2,66.67,"O00622, P06756, P18084","GO:0016477;GO:0007155;GO:0010761",11287419,1.3,1.479,1.323,1.029,-1.08,0.541
2350,"ITGAV-ITGB5 complex",2,2,100,"P06756, P18084","GO:0005515;GO:0007155;GO:0008305",1694173,1.3,1.479,1.323,1.029,-1.08,0.541
2351,"ITGB6-FYN-FN1 complex",3,1,33.33,"P02751, P06241, P18564","GO:0035556;GO:0007229",12917446,NA,NA,NA,NA,NA,NA
2352,"ITGAV-ITGB6-SPP1 complex",3,1,33.33,"P06756, P10451, P18564","GO:0005515;GO:0007155",16005200,NA,NA,NA,NA,NA,NA
2353,"ITGAV-ITGB6-TGFB3 complex",3,1,33.33,"P06756, P10600, P18564","GO:0036366",11821050,NA,NA,NA,NA,NA,NA
2354,"ITGAV-ITGB6 complex",2,1,50,"P06756, P18564","GO:0005515;GO:0008305;GO:0007155",8798654,NA,NA,NA,NA,NA,NA
2355,"ITGAV-ITGB3-CD47-FCER2 complex",4,1,25,"P05106, P06734, P06756, Q08722","GO:0005515;GO:0006954",10037797,NA,NA,NA,NA,NA,NA
2356,"ITGB3-ITGAV-CD47 complex",3,1,33.33,"P05106, P06756, Q08722","GO:0005515;GO:0007155;GO:0005886",7691831,NA,NA,NA,NA,NA,NA
2358,"ITGAV-ITGB3-SPP1 complex",3,1,33.33,"P05106, P06756, P10451","GO:0016477;GO:0000902;GO:0016049",9256478,NA,NA,NA,NA,NA,NA
2359,"ITGAV-ITGB3-ADAM15 complex",3,1,33.33,"P05106, P06756, Q13444","GO:0005515;GO:0007155;GO:0005886;GO:0031012",11882657,NA,NA,NA,NA,NA,NA
2362,"ITAGV-ITGB3-F11R complex",3,1,33.33,"P05106, P06756, Q9Y624","GO:0001568;GO:0001944",12750158,NA,NA,NA,NA,NA,NA
2363,"ITGAV-ITGB3-PXN-PTK2b complex",4,2,50,"P05106, P06756, P49023, Q14289","GO:0005515;GO:0007155",11683411,1.139,1.141,-1.024,-1.156,-1.135,1
2364,"ITGAV-ITGB3-ADAM23 complex",3,1,33.33,"O75077, P05106, P06756","GO:0005515;GO:0007155",10749942,NA,NA,NA,NA,NA,NA
2365,"ITGAV-ITGB3-COL4A3 complex",3,1,33.33,"P05106, P06756, Q01955","GO:0006417",12682293,NA,NA,NA,NA,NA,NA
2366,"ITGAV-ITGB3-PPAP2b complex",3,1,33.33,"O14495, P05106, P06756","GO:0007155;GO:0001568;GO:0001944;GO:0005886",16099422,NA,NA,NA,NA,NA,NA
2369,"ITGAV-ITGB3-EGFR complex",3,1,33.33,"P00533, P05106, P06756","GO:0005515;GO:0007173;GO:0007229",15834425,NA,NA,NA,NA,NA,NA
2374,"ITGAV-ITGB3-LAMA4 complex",3,1,33.33,"P05106, P06756, Q16363","GO:0005515;GO:0007155;GO:0031012",16824487,NA,NA,NA,NA,NA,NA
2375,"FN1-TGM2 complex",2,2,100,"P02751, P21980","GO:0005515;GO:0007155",10684262,1.109,-1.471,-1.884,-2.031,-1.337,0.523
2376,"ITGA2B-ITGB3-FN1-TGM2 complex",4,2,50,"P02751, P05106, P08514, P21980","GO:0005515;GO:0007155;GO:0005886",10684262,1.109,-1.471,-1.884,-2.031,-1.337,0.523
2378,"ITGA2b-ITGB3-TLN1 complex",3,1,33.33,"P05106, P08514, Q9Y490","GO:0005515",8663236,NA,NA,NA,NA,NA,NA
2383,"ITGA5-ITGB1-FN1-TGM2 complex",4,4,100,"P02751, P05556, P08648, P21980","GO:0005515;GO:0007155;GO:0005886",10684262,1.037,-1.349,-1.717,-1.868,-1.51,0.212
2384,"ITGA5-ITGB1-ADAM15 complex",3,2,66.67,"P05556, P08648, Q13444","GO:0005515;GO:0007155",9914169,1.01,-1.251,-1.594,-1.715,-1.614,0.312
2385,"ITGA5-ITGB4 complex",2,2,100,"P05556, P08648","GO:0007155;GO:0008305",3546305,1.01,-1.251,-1.594,-1.715,-1.614,0.312
2390,"CD98-ITGB1-LAT2 complex",3,2,66.67,"P05556, P08195, Q9UHI5","GO:0016337",11507094,1.014,-1.089,-1.36,-1.431,-1.37,0.644
2395,"ITGA7-ITGB1-CD151 complex",3,3,100,"P05556, P48509, Q13683","GO:0005515;GO:0007155",11884516,1.37,1.832,2.135,2.17,1.861,0.98
2396,"ITGA7-ITGB1-CD9 complex",3,2,66.67,"P05556, P21926, Q13683","GO:0007519",10459022,1.429,1.868,1.798,1.562,1.364,1
2397,"ITGA7-ITGB1-ITGB1BP3 complex",3,2,66.67,"P05556, Q13683, Q9NPI5","GO:0007155",12941630,1.429,1.868,1.798,1.562,1.364,1
2398,"ITGA3-ITGB1-BSG complex",3,3,100,"P05556, P26006, P35613","GO:0007160;GO:1904464",9360995,1.036,1.055,-1.225,-1.584,-1.748,0.017
2399,"ITGA3-ITGB1-CD63 complex",3,2,66.67,"P05556, P08962, P26006","GO:0007155;GO:0048870",9360995,-1.06,-1.02,-1.31,-1.682,-1.886,0.028
2401,"ITGA3-ITGB1-THBS1 complex",3,2,66.67,"P05556, P07996, P26006","GO:0007155",11358957,-1.06,-1.02,-1.31,-1.682,-1.886,0.028
2406,"ITGA3-ITGB1 complex",2,2,100,"P05556, P26006","GO:0007155;GO:0008305",3546305,-1.06,-1.02,-1.31,-1.682,-1.886,0.028
2411,"ITGA6-ITGB1-CD151 complex",3,3,100,"P05556, P23229, P48509","GO:0016477",11884516,1.027,-1.042,1.165,1.194,1.067,0.979
2413,"ITGA6-ITGB1 complex",2,2,100,"P05556, P23229","GO:0007155;GO:0008305",2649503,1.071,-1.021,-1.02,-1.164,-1.278,1
2416,"ITGB1-RAP1A-PKD1 complex",3,2,66.67,"P05556, P62834, P98161","GO:0033623",16111639,1.015,22.58,18.677,14.647,-1.385,1
2417,"ITGA4-ITGB1-EMILIN1 complex",3,2,66.67,"P05556, P13612, Q9Y6C2","GO:0007155;GO:0048870",12456677,-1.178,-1.177,-1.186,-1.176,1.009,1
2418,"ITGA4-ITGB1 complex",2,2,100,"P05556, P13612","GO:0007155;GO:0008305",3546305,-1.178,-1.177,-1.186,-1.176,1.009,1
2419,"ITGA4-ITGB1-CD81 complex",3,3,100,"P05556, P13612, P60033","GO:0007155",10229664,6.398,7.516,-1.085,7.415,7.565,1
2420,"ITGA4-ITGB1-CD53 complex",3,2,66.67,"P05556, P13612, P19397","GO:0005515",8757325,-1.178,-1.177,-1.186,-1.176,1.009,1
2421,"ITGA4-ITGB1-VCAM1 complex",3,2,66.67,"P05556, P13612, P19320","GO:0007155",10623819,-1.178,-1.177,-1.186,-1.176,1.009,1
2422,"ITGA4-ITGB1-JAM2 complex",3,2,66.67,"P05556, P13612, P57087","GO:0007155",12070135,-1.178,-1.177,-1.186,-1.176,1.009,1
2423,"ITGA4-ITGB1-CD47 complex",3,2,66.67,"P05556, P13612, Q08722","GO:0007155",15292185,-1.178,-1.177,-1.186,-1.176,1.009,1
2424,"ITGA4-ITGB1-CD63 complex",3,2,66.67,"P05556, P08962, P13612","GO:0005515",8757325,-1.178,-1.177,-1.186,-1.176,1.009,1
2426,"ITGA4-ITGB1-THBS1 complex",3,2,66.67,"P05556, P07996, P13612","GO:0007155",11980922,-1.178,-1.177,-1.186,-1.176,1.009,1
2428,"ITGA4-ITGB1-THBS2 complex",3,2,66.67,"P05556, P13612, P35442","GO:0007155",11980922,-1.178,-1.177,-1.186,-1.176,1.009,1
2429,"ITGA2-ITGB1-CD47 complex",3,1,33.33,"P05556, P17301, Q08722","GO:0006935",10397731,NA,NA,NA,NA,NA,NA
2430,"ITGA2-ITGB1-CHAD complex",3,1,33.33,"O15335, P05556, P17301","GO:0007155",9281592,NA,NA,NA,NA,NA,NA
2431,"ITGA2-ITGB1-COL6A3 complex",3,1,33.33,"P05556, P12111, P17301","GO:0005515;GO:0007155;GO:0005886;GO:0031012",8387021,NA,NA,NA,NA,NA,NA
2432,"ITGA2-ITGB1 complex",2,1,50,"P05556, P17301","GO:0007155;GO:0008305",3546305,NA,NA,NA,NA,NA,NA
2434,"ITGA1-ITGB1-COL6A3 complex",3,1,33.33,"P05556, P12111, P56199","GO:0005515;GO:0007155;GO:0005886;GO:0031012",8387021,NA,NA,NA,NA,NA,NA
2435,"ITGA1-ITGB1-PTPN2 complex",3,1,33.33,"P05556, P17706, P56199","GO:0007169",15592458,NA,NA,NA,NA,NA,NA
2436,"ITGAV-ITGB1 complex",2,2,100,"P05556, P06756","GO:0005515;GO:0007155;GO:0008305",2138612,1.116,1.137,-1.067,-1.207,-1.207,1
2437,"ITGA6-ITGB1-CYR61 complex",3,2,66.67,"O00622, P05556, P23229","GO:0007155;GO:0001568;GO:0001944",12826661,1.071,-1.021,-1.02,-1.164,-1.278,1
2439,"ITGA8-ITGB1 complex",2,1,50,"P05556, P53708","GO:0005515;GO:0007155;GO:0008305",7559467,NA,NA,NA,NA,NA,NA
2440,"ITGA9-ITGB1-ADAM9 complex",3,1,33.33,"P05556, Q13443, Q13797","GO:0005515",11882657,NA,NA,NA,NA,NA,NA
2442,"ITGA9-ITGB1-VCAM1 complex",3,1,33.33,"P05556, P19320, Q13797","GO:0016477;GO:0007155;GO:0072672",10209034,NA,NA,NA,NA,NA,NA
2443,"ITGA9-ITGB1-TNC complex",3,2,66.67,"P05556, P24821, Q13797","GO:0005515",9565552,-1.113,1.036,-1.204,-1.475,-1.291,0.996
2444,"ITGA9-ITGB1 complex",2,1,50,"P05556, Q13797","GO:0005515;GO:0007155;GO:0016049;GO:0008305",8798654,NA,NA,NA,NA,NA,NA
2445,"ITGA9-ITGB1-ADAM15 complex",3,1,33.33,"P05556, Q13444, Q13797","GO:0005515;GO:0016337",11882657,NA,NA,NA,NA,NA,NA
2446,"ITGA9-ITGB1-FIGF complex",3,1,33.33,"O43915, P05556, Q13797","GO:0016477;GO:0007155;GO:0030154",15590642,NA,NA,NA,NA,NA,NA
2447,"ITGA9-ITGB1-ADAM12 complex",3,1,33.33,"O43184, P05556, Q13797","GO:0016337;GO:0005886",10944520,NA,NA,NA,NA,NA,NA
2453,"Multiprotein complex (CBLB, EGFR, SH3KBP1)",3,2,66.67,"P00533, Q13191, Q96B97","GO:0016567;GO:1905146",12218189,1.056,1.17,-1.146,-1.265,-1.245,0.474
2454,"CBL-EGFR-SH3GL2-SH3KBP1 complex",4,2,50,"P00533, P22681, Q96B97, Q99962","GO:0006900;GO:0016050;GO:0006897;GO:0007173",11894095,-1.069,-1.265,-1.308,-1.382,-26.405,0.999
2455,"CIN85-SH3GL2 complex",2,1,50,"Q96B97, Q99962","GO:0006900;GO:0016050;GO:0006897",11894095,NA,NA,NA,NA,NA,NA
2456,"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",4,2,50,"P08581, P22681, Q96B97, Q99963","GO:0006900;GO:0016050;GO:0006897;GO:0007169",11894096,-1.069,-1.265,-1.308,-1.382,-26.405,0.999
2457,"CIN85-SH3GL3 complex",2,1,50,"Q96B97, Q99963","GO:0006900;GO:0016050;GO:0006897",11894096,NA,NA,NA,NA,NA,NA
2462,"Caveolin-1 homodimer complex",1,1,100,"Q03135","None",15782218,NA,NA,NA,NA,NA,NA
2470,"p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex",4,1,25,"P03372, P12931, P27986, P56945","GO:0006468;GO:0071391;GO:0030520;GO:0006355;GO:0070372",15020686,NA,NA,NA,NA,NA,NA
2476,"CRK-CRKL-PDGFRA-RAPGEF1 complex",4,2,50,"P16234, P46108, P46109, Q13905","GO:0035556",9546424,1.126,1.204,1.142,1.043,1.008,1
2480,"CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)",7,5,71.43,"P22681, P27986, P46108, P56945, P62993, Q07889, Q96B97","GO:0007267",11071869,-1.15,-1.319,-1.214,-1.331,-6.04,0.563
2486,"GIPC1-LHCGR complex",2,1,50,"O14908, P22888","GO:0006886;GO:0006605;GO:0015031;GO:0006897",14507927,NA,NA,NA,NA,NA,NA
2487,"GIPC1-NTRK1-RGS19 complex",3,1,33.33,"O14908, P04629, P49795","GO:0000301",11251075,NA,NA,NA,NA,NA,NA
2510,"CRKL-WAS-WIPF1-ZAP70 complex",4,2,50,"O43516, P42768, P43403, P46109","GO:0035556;GO:0045121",12504004,1.073,1.145,1.181,1.166,-18.802,0.999
2511,"CRKL-WAS-WIPF1 complex",3,2,66.67,"O43516, P42768, P46109","GO:0035556",12504004,1.073,1.145,1.181,1.166,-18.802,0.999
2513,"N-WASp homomer complex",1,1,100,"O00401","GO:0030036",10781580,NA,NA,NA,NA,NA,NA
2528,"ERBB2-MEMO-SHC complex",3,2,66.67,"P04626, P29353, Q9Y316","GO:0000226;GO:0048870",15156151,-1.389,-1.461,-1.631,-1.851,-1.408,1
2529,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",7,3,42.86,"O43561, P15498, P19174, P22681, P27986, P62993, Q13094","GO:0007169;GO:0050896;GO:0048015",9489702,-1.1,-1.288,-1.304,-1.622,-31.247,0.848
2534,"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated",3,2,66.67,"P22681, P62993, Q13094","GO:0007169;GO:0006955",9716598,1.011,-1.037,1.02,1.061,-16.751,1
2535,"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated",4,3,75,"P22681, P29353, P62993, Q13094","GO:0007169;GO:0006955",9716598,-1.228,-1.311,-1.373,-1.452,-8.09,1
2536,"PLC-gamma-2-SLP-76-Lyn-Grb2 complex",4,1,25,"P07948, P16885, P62993, Q13094","GO:0007169;GO:0007596;GO:0048015",10469124,NA,NA,NA,NA,NA,NA
2537,"PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated",3,1,33.33,"P16885, P17252, Q13393","GO:0019722;GO:0030855;GO:0002009;GO:0005794;GO:0048015",16923831,NA,NA,NA,NA,NA,NA
2542,"EGFR-CBL-GRB2 complex",3,2,66.67,"P00533, P22681, P62993","GO:0035556;GO:0005768",15782196,1.011,-1.037,1.02,1.061,-16.751,1
2547,"PLC-gamma-1-SLP-76-SOS1-LAT complex",4,1,25,"O43561, P19174, Q07889, Q13094","GO:0007169;GO:0050896;GO:0048015",15696170,NA,NA,NA,NA,NA,NA
2551,"PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated",4,2,50,"P16234, P19174, P27986, Q06124","GO:0007169",8943348,1.014,-1.003,-1.018,-1.175,-1.158,1
2563,"FGFR2-c-Cbl-Lyn-Fyn complex",4,1,25,"P06241, P07948, P21802, P22681","GO:0043161;GO:0006511;GO:0023052;GO:0008543;GO:0001649",15190072,NA,NA,NA,NA,NA,NA
2564,"p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated",4,2,50,"P06241, P07947, P07948, P20936","GO:0023052;GO:0007596",1544885,1.018,1.065,1.08,1.013,1.011,1
